序號,測站,監測日期,監測時間,測站氣壓(hPa),溫度(℃),相對溼度(%),風向,風速(m/s),降水量(mm),日照時數(小時)
39,新屋,2019/02/27,09:02:00,"1,016.1",18.2,88,東,0.8,0,0
40,新屋,2019/02/27,08:02:00,"1,015.9",17.9,86,東北,2.4,0,0
41,新屋,2019/02/27,07:02:00,"1,015.5",17.7,87,東北,2.2,0,0
42,新屋,2019/02/27,06:02:00,"1,015",17.8,85,東北,3,0,0
43,新屋,2019/02/27,05:02:00,"1,014.5",18.1,84,北北東,3.4,0,-
44,新屋,2019/02/27,04:02:00,"1,014.1",17.8,86,北北東,5,0,-
45,新屋,2019/02/27,03:02:00,"1,014.3",17,90,東南,0.9,0,-
46,新屋,2019/02/27,02:02:00,"1,014.6",16.4,88,靜風,0.2,0,-
47,新屋,2019/02/27,01:02:00,"1,014.9",15.8,88,靜風,0.1,0,-
48,新屋,2019/02/27,00:02:00,"1,013.2",18.9,91,東北,1.2,0,-
49,新屋,2019/02/26,23:02:00,"1,014.8",17.5,84,東北東,1.6,0,-
50,新屋,2019/02/26,22:02:00,"1,015.1",17.6,83,東南東,1.2,0,-
51,新屋,2019/02/26,21:02:00,"1,015",17.9,83,東北東,2,0,-
52,新屋,2019/02/26,20:02:00,"1,014.4",18.1,80,東北東,3.1,0,-
53,新屋,2019/02/26,19:02:00,"1,014.1",18.1,80,東北,4.3,0,0
54,新屋,2019/02/26,18:02:00,"1,013.2",18.1,77,東北,5.5,0,0.1
55,新屋,2019/02/26,17:02:00,"1,013.5",18.9,76,東北,6.9,0,1
56,新屋,2019/02/26,16:02:00,"1,013.7",19.8,74,東北,6.5,0,1
57,新屋,2019/02/26,15:02:00,"1,014",20.2,74,東北,6.8,0,0.8
58,新屋,2019/02/26,14:02:00,"1,014.8",20.2,74,東北,6.8,0,0.3
59,新屋,2019/02/26,13:02:00,"1,016.6",19.9,74,東北,7,0,0.1
60,新屋,2019/02/26,12:02:00,"1,017.3",17.9,77,東北,7.9,0,0
61,新屋,2019/02/26,11:02:00,"1,017.9",18.1,77,東北,7.7,0,0
62,新屋,2019/02/26,10:02:00,"1,017.9",18.1,78,東北,9.3,0,0
63,新屋,2019/02/26,09:02:00,"1,017.8",17.8,78,東北,7.2,0,0
64,新屋,2019/02/26,08:02:00,"1,017.4",17.7,79,東北,6.2,0,0
65,新屋,2019/02/26,07:02:00,"1,016.8",17.3,79,東北東,5.6,0,0
66,新屋,2019/02/26,06:02:00,"1,015.9",17,80,東北東,5.9,0,0
67,新屋,2019/02/26,05:02:00,"1,015.5",17.1,79,東北東,6.4,0,-
68,新屋,2019/02/26,04:02:00,"1,015.8",17,78,東北,6.8,0,-
69,新屋,2019/02/26,03:02:00,"1,015.4",16.9,78,東北東,6.5,0,-
70,新屋,2019/02/26,02:02:00,"1,015.5",16.9,77,東北東,8.2,0,-
71,新屋,2019/02/26,01:02:00,"1,016.1",17.1,77,東北,7.3,0,-
72,新屋,2019/02/26,00:02:00,"1,014.4",16.7,84,東南東,1.2,0,-
73,新屋,2019/02/25,23:02:00,"1,017.1",17.3,78,東北,8.1,0,-
74,新屋,2019/02/25,22:02:00,"1,016",17.1,79,東北東,6.9,0,-
75,新屋,2019/02/25,21:02:00,"1,016.1",17.2,79,東北東,6.3,0,-
76,新屋,2019/02/25,20:02:00,"1,016.2",17.4,79,東北東,6.4,0,-
77,新屋,2019/02/25,19:02:00,"1,015.6",17.6,78,東北東,5.4,0,0
78,新屋,2019/02/25,18:02:00,"1,015.3",17.7,78,東北東,5.5,0,0
79,新屋,2019/02/25,17:02:00,"1,014.8",17.9,77,東北,7.8,0,0
80,新屋,2019/02/25,16:02:00,"1,013.8",18.5,78,東北,7.3,0,0
81,新屋,2019/02/25,15:02:00,"1,013.5",19.7,77,東北,5.9,0,0.4
82,新屋,2019/02/25,14:02:00,"1,014.2",19.6,77,東北,5.6,0,0.5
83,新屋,2019/02/25,13:02:00,"1,015.1",20,84,東北,6,0,0.3
84,新屋,2019/02/25,12:02:00,"1,015.9",17.9,98,東北東,4.3,0,0
85,新屋,2019/02/25,11:02:00,"1,016.6",16.8,90,東北東,3.1,0,0
86,新屋,2019/02/25,10:02:00,"1,017.1",16.8,92,東北,5.6,0,0
87,新屋,2019/02/25,09:02:00,"1,016.8",16.4,89,東北,6,0,0
88,新屋,2019/02/25,08:02:00,"1,016",16.3,87,東北東,3,1,0
89,新屋,2019/02/25,07:02:00,"1,015.4",16,86,東北,1.9,0,0
90,新屋,2019/02/25,06:02:00,"1,014.6",16,89,東,2.7,0,0
91,新屋,2019/02/25,05:02:00,"1,014.2",15.9,88,東,2.1,0,-
92,新屋,2019/02/25,04:02:00,"1,014.2",15.9,89,東北東,1.7,0,-
93,新屋,2019/02/25,03:02:00,"1,014.3",15.9,89,東北東,1.8,0,-
94,新屋,2019/02/25,02:02:00,"1,014.6",15.8,90,東,2,0,-
95,新屋,2019/02/25,01:02:00,"1,014.8",15.9,90,東,2.1,0,-
96,新屋,2019/02/25,00:02:00,"1,016.6",17.2,78,東北,7.6,0,-
97,新屋,2019/02/24,23:02:00,"1,015.1",16.2,90,東北,3.8,0,-
98,新屋,2019/02/24,22:02:00,"1,015.1",15.9,94,東北東,3.3,0,-
99,新屋,2019/02/24,21:02:00,"1,015",15.7,91,東北,4.1,0,-
100,新屋,2019/02/24,20:02:00,"1,014.7",15.5,92,東北東,4,0,-
101,新屋,2019/02/24,19:02:00,"1,014.2",15.4,91,東北,4.9,1,0
102,新屋,2019/02/24,18:02:00,"1,014",15,94,東北,5.7,0,0
103,新屋,2019/02/24,17:02:00,"1,013.9",15.2,91,東北,5.3,1,0
104,新屋,2019/02/24,16:02:00,"1,013.9",15.2,91,東北,5,2,0
105,新屋,2019/02/24,15:02:00,"1,013.6",15.3,91,東北,5.9,1,0
106,新屋,2019/02/24,14:02:00,"1,013.2",15.2,91,東北東,5.7,5,0
107,新屋,2019/02/24,13:02:00,"1,013.8",15,91,東北,7.6,3,0
108,新屋,2019/02/24,12:02:00,"1,014.8",14.9,91,東北,7.7,7,0
109,新屋,2019/02/24,11:02:00,"1,015.5",15.2,91,東北,6.6,7,0
110,新屋,2019/02/24,10:02:00,"1,016.5",14.8,91,東北,7.1,7,0
111,新屋,2019/02/24,09:02:00,"1,016.2",15,90,東北,8.2,8,0
112,新屋,2019/02/24,08:02:00,"1,015.2",14.9,91,東北,5.5,4,0
113,新屋,2019/02/24,07:02:00,"1,014.9",14.5,90,東北東,6,3,0
114,新屋,2019/02/24,06:02:00,"1,014.7",14.8,91,東北東,5.6,2,0
115,新屋,2019/02/24,05:02:00,"1,014.6",14.7,89,東北,7.8,5,-
116,新屋,2019/02/24,04:02:00,"1,014.2",14.8,90,東北,8.4,3,-
117,新屋,2019/02/24,03:02:00,"1,014.1",14.4,90,東北東,7.7,1,-
118,新屋,2019/02/24,02:02:00,"1,014.4",14.3,89,東北東,6.9,0,-
119,新屋,2019/02/24,01:02:00,"1,015.2",14.1,89,東北東,6,3,-
120,新屋,2019/02/24,00:02:00,"1,015",16.2,88,東北東,2.5,0,-
121,新屋,2019/02/23,23:02:00,"1,016",13.8,87,東北東,8,3,-
122,新屋,2019/02/23,22:02:00,"1,016",13.7,86,東北東,6.6,1,-
123,新屋,2019/02/23,21:02:00,"1,016.4",13.9,85,東北東,7.2,0,-
124,新屋,2019/02/23,20:02:00,"1,016.5",14.1,84,東北東,7,0,-
125,新屋,2019/02/23,19:02:00,"1,016",14.4,81,東北東,6.5,0,0
126,新屋,2019/02/23,18:02:00,"1,015.8",14.8,78,東北東,6.6,0,0
127,新屋,2019/02/23,17:02:00,"1,015.2",14.8,76,東北東,6.8,0,0
128,新屋,2019/02/23,16:02:00,"1,015.3",14.9,75,東北東,6.5,0,0
129,新屋,2019/02/23,15:02:00,"1,014.9",14.9,74,東北東,7.5,0,0
130,新屋,2019/02/23,14:02:00,"1,014.8",14.6,76,東北東,7.2,0,0
131,新屋,2019/02/23,13:02:00,"1,015.8",14.4,75,東北東,8.4,0,0
132,新屋,2019/02/23,12:02:00,"1,015.7",15,73,東北東,8.9,0,0
133,新屋,2019/02/23,11:02:00,"1,017.1",14.9,73,東北,8.9,0,0
134,新屋,2019/02/23,10:02:00,"1,017.2",15.8,73,東北,7.6,0,0.1
135,新屋,2019/02/23,09:02:00,"1,016.7",15.4,73,東北東,7.7,0,0.1
136,新屋,2019/02/23,08:02:00,"1,017",14.3,75,東北東,7.8,0,0
137,新屋,2019/02/23,07:02:00,"1,017.2",13.9,76,東北東,7.6,0,0
138,新屋,2019/02/23,06:02:00,"1,017.6",13.6,81,東北東,7.5,0,0
139,新屋,2019/02/23,05:02:00,"1,017.4",13.6,82,東北東,6.6,0,-
140,新屋,2019/02/23,04:02:00,"1,017.7",13.9,80,東北,7.8,0,-
141,新屋,2019/02/23,03:02:00,"1,017.7",14.2,80,東北,9.3,0,-
142,新屋,2019/02/23,02:02:00,"1,017.5",14.9,79,東北東,8,0,-
143,新屋,2019/02/23,01:02:00,"1,017.4",15.3,77,東北東,8.8,0,-
144,新屋,2019/02/23,00:02:00,"1,015.4",13.8,89,東北,6.5,1,-
145,新屋,2019/02/22,23:02:00,"1,017.7",15.6,79,東北東,8,0,-
146,新屋,2019/02/22,22:02:00,"1,017.5",15.7,81,東北東,7.6,0,-
147,新屋,2019/02/22,21:02:00,"1,017.4",15.8,85,東北東,7.1,0,-
148,新屋,2019/02/22,20:02:00,"1,017",15.8,94,東北東,5.8,0,-
149,新屋,2019/02/22,19:02:00,"1,016.5",15.4,95,東北,7.3,0,0
150,新屋,2019/02/22,18:02:00,"1,016.5",15.6,91,東北,6.4,0,0
151,新屋,2019/02/22,17:02:00,"1,016.1",15.7,91,東北,6,0,0
152,新屋,2019/02/22,16:02:00,"1,015.5",15.7,90,東北,6.1,0,0
153,新屋,2019/02/22,15:02:00,"1,014.8",16.2,90,東北,5.9,0,0
154,新屋,2019/02/22,14:02:00,"1,014.7",16.2,90,東北,5.4,0,0
155,新屋,2019/02/22,13:02:00,"1,015.1",16.2,90,東北,4.6,0,0
156,新屋,2019/02/22,12:02:00,"1,015.8",16.4,89,東北,5,0,0
157,新屋,2019/02/22,11:02:00,"1,016.5",16.6,93,北北東,4.8,0,0
158,新屋,2019/02/22,10:02:00,"1,016.8",16.5,95,東北,3.3,0,0
159,新屋,2019/02/22,09:02:00,"1,016.9",16.1,93,北北東,4.6,0,0
160,新屋,2019/02/22,08:02:00,"1,016.7",16.6,93,北北東,5.7,0,0
161,新屋,2019/02/22,07:02:00,"1,015.2",17.1,90,北北東,4.7,0,0
162,新屋,2019/02/22,06:02:00,"1,015",17.7,96,東北東,1.2,0,0
163,新屋,2019/02/22,05:02:00,"1,014.3",17.5,94,東北東,2.1,0,-
164,新屋,2019/02/22,04:02:00,"1,014.4",17.7,92,東北,2.6,0,-
165,新屋,2019/02/22,03:02:00,"1,014.3",17.8,89,北北東,3.2,0,-
166,新屋,2019/02/22,02:02:00,"1,014.1",18,89,東北,4.1,0,-
167,新屋,2019/02/22,01:02:00,"1,014.3",18.4,86,東北,3.7,0,-
168,新屋,2019/02/22,00:02:00,"1,017.5",15.3,79,東北東,8.1,0,-
169,新屋,2019/02/21,23:02:00,"1,014.9",18.7,89,東北,3.9,0,-
170,新屋,2019/02/21,22:02:00,"1,015.4",18.7,90,東北東,3.5,0,-
171,新屋,2019/02/21,21:02:00,"1,015.3",18.2,88,東北東,3.5,0,-
172,新屋,2019/02/21,20:02:00,"1,015.5",17.1,90,東北,5.7,0,-
173,新屋,2019/02/21,19:02:00,"1,015.5",16.5,84,北北東,10.3,0,0
174,新屋,2019/02/21,18:02:00,"1,014.7",19.3,87,北北東,6.2,0,0
175,新屋,2019/02/21,17:02:00,"1,014.7",18.8,85,北,5.9,0,0
176,新屋,2019/02/21,16:02:00,"1,014",21.5,81,北,2.7,0,0.2
177,新屋,2019/02/21,15:02:00,"1,013.8",23.2,80,東北,3.7,0,0.9
178,新屋,2019/02/21,14:02:00,"1,014.4",22.7,81,東北,4.8,0,0.1
179,新屋,2019/02/21,13:02:00,"1,015.5",22.5,81,北北東,4,0,0.1
180,新屋,2019/02/21,12:02:00,"1,016.1",22.1,84,東北,3.3,0,0
181,新屋,2019/02/21,11:02:00,"1,017.1",20.8,85,東北,4.8,0,0
182,新屋,2019/02/21,10:02:00,"1,017.3",21.4,86,東北,4.6,0,0
183,新屋,2019/02/21,09:02:00,"1,017.3",20.8,88,東北,4.1,0,0.4
184,新屋,2019/02/21,08:02:00,"1,016.5",20,93,東北東,3.3,0,0
185,新屋,2019/02/21,07:02:00,"1,016.6",19.3,93,東北東,3.8,0,0
186,新屋,2019/02/21,06:02:00,"1,016.8",19.1,92,東北,3.3,0,0
187,新屋,2019/02/21,05:02:00,"1,016.5",19.1,89,東北東,4.2,0,-
188,新屋,2019/02/21,04:02:00,"1,016.4",19.1,90,東北,4.3,0,-
189,新屋,2019/02/21,03:02:00,"1,016.7",19.7,89,東北,4.2,0,-
190,新屋,2019/02/21,02:02:00,"1,017.4",19.9,91,東北東,3,0,-
191,新屋,2019/02/21,01:02:00,"1,018",20,91,東北,3.4,0,-
192,新屋,2019/02/21,00:02:00,"1,014.5",18.8,88,東北,4.3,0,-
193,新屋,2019/02/20,23:02:00,"1,018.4",20.4,91,東北,3,0,-
194,新屋,2019/02/20,22:02:00,"1,018.5",20.4,92,東北,2.3,0,-
195,新屋,2019/02/20,21:02:00,"1,018.5",20.1,91,東北,3,0,-
196,新屋,2019/02/20,20:02:00,"1,018.1",19.7,91,東北,3.3,0,-
197,新屋,2019/02/20,19:02:00,"1,017.6",19.5,90,東北,3.3,0,0
198,新屋,2019/02/20,18:02:00,"1,017.1",19.1,89,北北東,4.1,0,0
199,新屋,2019/02/20,17:02:00,"1,016.9",20,86,北,3.1,0,0
200,新屋,2019/02/20,16:02:00,"1,016.5",21.9,84,北北東,2.7,0,0
201,新屋,2019/02/20,15:02:00,"1,016.4",22.3,83,北北東,3.8,0,0
202,新屋,2019/02/20,14:02:00,"1,016.6",22.1,83,北北東,4.6,0,0
203,新屋,2019/02/20,13:02:00,"1,017",23.8,79,北北東,4.5,0,0.4
204,新屋,2019/02/20,12:02:00,"1,017.8",23.8,80,東北,4.6,0,0.7
205,新屋,2019/02/20,11:02:00,"1,018.6",23.5,81,北北東,5.8,0,0.9
206,新屋,2019/02/20,10:02:00,"1,018.7",25.1,77,東北東,1.8,0,1
207,新屋,2019/02/20,09:02:00,"1,018.5",23.1,86,東北東,2,0,0.9
208,新屋,2019/02/20,08:02:00,"1,018.1",21.2,99,東北東,2.1,0,0.1
209,新屋,2019/02/20,07:02:00,"1,017.8",19.8,93,東北東,1.2,0,0
210,新屋,2019/02/20,06:02:00,"1,017.4",19.3,94,東,0.6,0,0
211,新屋,2019/02/20,05:02:00,"1,016.6",18.9,93,北北東,1,0,-
212,新屋,2019/02/20,04:02:00,"1,016.4",19.1,92,東北東,1.3,0,-
213,新屋,2019/02/20,03:02:00,"1,016.6",18.8,89,北北東,1.5,0,-
214,新屋,2019/02/20,02:02:00,"1,017",19.7,93,東,1,0,-
215,新屋,2019/02/20,01:02:00,"1,017.3",19.6,90,東,1.3,0,-
216,新屋,2019/02/20,00:02:00,"1,018.3",20.3,91,東北,2.4,0,-
217,新屋,2019/02/19,23:02:00,"1,017.7",20,89,東,1.7,0,-
218,新屋,2019/02/19,22:02:00,"1,017.7",20.2,89,東北,2.1,0,-
219,新屋,2019/02/19,21:02:00,"1,017.6",19.7,88,東,1.3,0,-
220,新屋,2019/02/19,20:02:00,"1,017.2",19.8,86,東,1.7,0,-
221,新屋,2019/02/19,19:02:00,"1,016.2",20.1,83,東,2.4,0,0
222,新屋,2019/02/19,18:02:00,"1,015.5",20.6,80,東北,3,0,0.2
223,新屋,2019/02/19,17:02:00,"1,015",22.3,77,東北,3.5,0,0.8
224,新屋,2019/02/19,16:02:00,"1,014.8",22.9,75,北北東,3.4,0,0.5
225,新屋,2019/02/19,15:02:00,"1,014.8",23.2,75,東北,2.5,0,0.3
226,新屋,2019/02/19,14:02:00,"1,015.4",23.5,76,北,2.6,0,0.6
227,新屋,2019/02/19,13:02:00,"1,015.8",23.1,82,北北東,2.9,0,0.4
228,新屋,2019/02/19,12:02:00,"1,016.6",22.8,83,東北,1.5,0,0.4
229,新屋,2019/02/19,11:02:00,"1,017",21,87,北北東,2.5,0,0
230,新屋,2019/02/19,10:02:00,"1,016.9",20.5,87,北,2.8,0,0.5
231,新屋,2019/02/19,09:02:00,"1,016.3",21.6,92,北北西,1,0,0.3
232,新屋,2019/02/19,08:02:00,"1,015",17.9,100,靜風,0.2,0,0
233,新屋,2019/02/19,07:02:00,"1,014.3",16.8,96,南南西,0.9,0,0
234,新屋,2019/02/19,06:02:00,"1,013.6",16.3,96,東南,0.9,0,0
235,新屋,2019/02/19,05:02:00,"1,013.3",15.9,94,東南,2.2,0,-
236,新屋,2019/02/19,04:02:00,"1,014.1",15.7,91,東南,1.9,1,-
237,新屋,2019/02/19,03:02:00,"1,015.3",15.4,89,南南東,3.4,1,-
238,新屋,2019/02/19,02:02:00,"1,016",15.5,88,北,1.7,0,-
239,新屋,2019/02/19,01:02:00,"1,015.3",17,91,西北,7,0,-
240,新屋,2019/02/19,00:02:00,"1,017.8",19.8,90,北北東,1.2,0,-
241,新屋,2019/02/18,23:02:00,"1,013.4",18.4,94,東南東,0.3,0,-
242,新屋,2019/02/18,22:02:00,"1,014",18.5,92,北北東,1.5,0,-
243,新屋,2019/02/18,21:02:00,"1,013.8",18.4,92,東北,2.5,0,-
244,新屋,2019/02/18,20:02:00,"1,013.4",18.6,92,北北東,2.5,0,-
245,新屋,2019/02/18,19:02:00,"1,012.7",18.2,93,東北,1.9,0,0
246,新屋,2019/02/18,18:02:00,"1,012.1",17.9,92,東北,3.1,0,0
247,新屋,2019/02/18,17:02:00,"1,011.9",17.9,91,北北東,4.3,0,0
248,新屋,2019/02/18,16:02:00,"1,011.7",18.1,89,北北東,4.7,0,0
249,新屋,2019/02/18,15:02:00,"1,011.8",18.8,89,北北東,3.7,0,0
250,新屋,2019/02/18,14:02:00,"1,012.1",19.2,93,北北東,4.4,0,0
251,新屋,2019/02/18,13:02:00,"1,013.3",19.1,93,北,3.8,0,0
252,新屋,2019/02/18,12:02:00,"1,014.1",19,89,北北東,5.1,0,0
253,新屋,2019/02/18,11:02:00,"1,015.1",18.9,90,北北東,5.6,0,0
254,新屋,2019/02/18,10:02:00,"1,015.3",19,88,北北東,5.7,0,0
255,新屋,2019/02/18,09:02:00,"1,015.4",19.1,89,東北,5.4,0,0
256,新屋,2019/02/18,08:02:00,"1,015.1",19.1,89,東北,6.4,0,0
257,新屋,2019/02/18,07:02:00,"1,014.7",18.8,89,東北,4.7,0,0
258,新屋,2019/02/18,06:02:00,"1,013.9",18.4,88,東北,6.9,0,0
259,新屋,2019/02/18,05:02:00,"1,013.5",18.1,88,東北,6.2,0,-
260,新屋,2019/02/18,04:02:00,"1,013.7",18,85,東北,7.1,0,-
261,新屋,2019/02/18,03:02:00,"1,014.7",17.9,86,東北,7.1,0,-
262,新屋,2019/02/18,02:02:00,"1,015.7",17.7,86,東北東,7.4,0,-
263,新屋,2019/02/18,01:02:00,"1,016.4",17.8,85,東北,8,0,-
264,新屋,2019/02/18,00:02:00,"1,013",18.2,92,東北東,1.4,0,-
265,新屋,2019/02/17,23:02:00,"1,016.4",17.2,84,東北,8.8,0,-
266,新屋,2019/02/17,22:02:00,"1,016.5",17.2,84,東北,8.8,0,-
267,新屋,2019/02/17,21:02:00,"1,016.5",16.8,85,東北,7.9,0,-
268,新屋,2019/02/17,20:02:00,"1,016.4",16.4,85,東北,8.7,0,-
269,新屋,2019/02/17,19:02:00,"1,016.5",15.9,84,東北,9.7,0,0
270,新屋,2019/02/17,18:02:00,"1,016.8",15.8,84,東北,9.1,0,0
271,新屋,2019/02/17,17:02:00,"1,016.4",16.4,82,東北,9.9,0,0
272,新屋,2019/02/17,16:02:00,"1,015.8",16.8,80,東北,9.7,0,0
273,新屋,2019/02/17,15:02:00,"1,015.7",16.7,80,東北,9.8,0,0
274,新屋,2019/02/17,14:02:00,"1,016.9",17.1,79,東北,9.5,0,0
275,新屋,2019/02/17,13:02:00,"1,017.4",17.7,76,東北,9.8,0,0
276,新屋,2019/02/17,12:02:00,"1,018.3",17.5,77,東北,11,0,0
277,新屋,2019/02/17,11:02:00,"1,019.2",17.9,76,東北,11,0,0.2
278,新屋,2019/02/17,10:02:00,"1,019.4",17,79,東北,10.3,0,0
279,新屋,2019/02/17,09:02:00,"1,019.6",15.7,81,東北,9.7,0,0
280,新屋,2019/02/17,08:02:00,"1,019.1",15.4,82,東北,9.4,0,0
281,新屋,2019/02/17,07:02:00,"1,018.7",15.4,82,東北,8,0,0
282,新屋,2019/02/17,06:02:00,"1,017.8",15.2,82,東北,7.2,0,0
283,新屋,2019/02/17,05:02:00,"1,017.4",15,82,東北東,7.3,0,-
284,新屋,2019/02/17,04:02:00,"1,017.5",15,82,東北東,8.2,0,-
285,新屋,2019/02/17,03:02:00,"1,017.8",15.2,83,東北,8.5,0,-
286,新屋,2019/02/17,02:02:00,"1,017.6",15.4,82,東北,9.2,0,-
287,新屋,2019/02/17,01:02:00,"1,017.6",15.8,83,東北,7.8,0,-
288,新屋,2019/02/17,00:02:00,"1,016.7",17.5,85,東北,8.6,0,-
289,新屋,2019/02/16,23:02:00,"1,017.6",16.1,83,東北東,6.8,0,-
290,新屋,2019/02/16,22:02:00,"1,017.9",16.5,83,東北東,7.2,0,-
291,新屋,2019/02/16,21:02:00,"1,017.7",16.3,83,東北,7.8,0,-
292,新屋,2019/02/16,20:02:00,"1,017.1",16.2,85,東北東,6.7,0,-
293,新屋,2019/02/16,19:02:00,"1,017",16.1,85,東北東,6.2,0,0
294,新屋,2019/02/16,18:02:00,"1,016.9",16.1,87,東北,7.2,0,0
295,新屋,2019/02/16,17:02:00,"1,017.1",16,91,東北東,7,0,0
296,新屋,2019/02/16,16:02:00,"1,016.6",16.1,88,東北,6.7,0,0
297,新屋,2019/02/16,15:02:00,"1,016.7",16.2,89,東北,6.9,0,0
298,新屋,2019/02/16,14:02:00,"1,016.7",16.5,86,東北,6.6,0,0
299,新屋,2019/02/16,13:02:00,"1,017.4",17,83,東北,6.5,0,0
300,新屋,2019/02/16,12:02:00,"1,017.7",18.3,81,東北,6.6,0,0
301,新屋,2019/02/16,11:02:00,"1,018.5",18,84,東北,6.9,0,0
302,新屋,2019/02/16,10:02:00,"1,018.7",18.1,83,東北東,5.9,0,0
303,新屋,2019/02/16,09:02:00,"1,019",18.2,83,東北東,5.6,0,0
304,新屋,2019/02/16,08:02:00,"1,018.9",17.9,85,東北東,5.4,0,0
305,新屋,2019/02/16,07:02:00,"1,018.4",17.7,87,東北東,5,0,0
306,新屋,2019/02/16,06:02:00,"1,018",17.9,86,東北東,4.8,0,0
307,新屋,2019/02/16,05:02:00,"1,017.5",18.2,87,東北東,4.6,0,-
308,新屋,2019/02/16,04:02:00,"1,017.3",18.3,86,東北東,4.4,0,-
309,新屋,2019/02/16,03:02:00,"1,017.2",18.2,88,東北東,3.5,0,-
310,新屋,2019/02/16,02:02:00,"1,017.5",18.5,87,東北東,4.1,0,-
311,新屋,2019/02/16,01:02:00,"1,017.5",18.6,88,東北東,4.5,0,-
312,新屋,2019/02/16,00:02:00,"1,017.3",15.8,83,東北,8.9,0,-
313,新屋,2019/02/15,23:02:00,"1,017.6",19.1,90,東北東,3.9,0,-
314,新屋,2019/02/15,22:02:00,"1,017.6",18.4,88,北北東,2.8,0,-
315,新屋,2019/02/15,21:02:00,"1,017.4",18.9,86,東北東,2.2,0,-
316,新屋,2019/02/15,20:02:00,"1,017.3",19.7,84,東北東,2.1,0,-
317,新屋,2019/02/15,19:02:00,"1,016.6",19.5,84,東北,2,0,0
318,新屋,2019/02/15,18:02:00,"1,016.1",20,82,北北東,2.5,0,0
319,新屋,2019/02/15,17:02:00,"1,015.7",20.9,80,北北東,2.9,0,0.4
320,新屋,2019/02/15,16:02:00,"1,015.2",22.2,79,北北東,2.8,0,0.7
321,新屋,2019/02/15,15:02:00,"1,015.3",23.2,78,北,3.9,0,0.9
322,新屋,2019/02/15,14:02:00,"1,015.5",23.6,78,北北東,3.3,0,0.9
