序號,測站,監測日期,監測時間,測站氣壓(hPa),溫度(℃),相對溼度(%),風向,風速(m/s),降水量(mm),日照時數(小時)
77,臺中,2019/02/25,19:02:00,"1,005.9",19.9,75,北,2.3,0,0
78,臺中,2019/02/25,18:02:00,"1,005.7",20.2,74,北,2.5,0,0
79,臺中,2019/02/25,17:02:00,"1,004.9",21.7,70,西北,2,0,1
80,臺中,2019/02/25,16:02:00,"1,004.4",24.1,63,北北西,1.6,0,1
81,臺中,2019/02/25,15:02:00,"1,004.1",25.8,58,西,2.1,0,1
82,臺中,2019/02/25,14:02:00,"1,004.7",25.4,60,北北西,1.7,0,1
83,臺中,2019/02/25,13:02:00,"1,005.9",25.3,60,北北西,2,0,1
84,臺中,2019/02/25,12:02:00,"1,006.8",25.1,59,北北西,2,0,1
85,臺中,2019/02/25,11:02:00,"1,007.4",23.7,62,北,1.7,0,1
86,臺中,2019/02/25,10:02:00,"1,007.7",21.9,67,北北西,2.3,0,1
87,臺中,2019/02/25,09:02:00,"1,007.7",19.8,75,北,3.5,0,1
88,臺中,2019/02/25,08:02:00,"1,007.3",17.4,87,北北西,1.8,0,0.6
89,臺中,2019/02/25,07:02:00,"1,007",16.1,90,北北西,1.1,0,0
90,臺中,2019/02/25,06:02:00,"1,006",15.3,91,北,0.5,0,0
91,臺中,2019/02/25,05:02:00,"1,005.9",16,88,北,1.7,0,-
92,臺中,2019/02/25,04:02:00,"1,005.6",16.2,90,東北東,0.3,0,-
93,臺中,2019/02/25,03:02:00,"1,005.6",16.4,88,北北西,1.4,0,-
94,臺中,2019/02/25,02:02:00,"1,005.7",16.7,89,西北西,0.8,0,-
95,臺中,2019/02/25,01:02:00,"1,005.7",16.7,89,北,1.8,0,-
96,臺中,2019/02/25,00:02:00,"1,008",17.9,83,北,1,0,-
97,臺中,2019/02/24,23:02:00,"1,006.2",16.4,91,北,2.1,0,-
98,臺中,2019/02/24,22:02:00,"1,006.1",16.3,91,北北東,1.3,0,-
99,臺中,2019/02/24,21:02:00,"1,006.4",16.5,92,北北西,1.5,0,-
100,臺中,2019/02/24,20:02:00,"1,005.9",16.6,93,西北,0.8,0,-
101,臺中,2019/02/24,19:02:00,"1,005.7",16.3,92,東北,0.7,1,0
102,臺中,2019/02/24,18:02:00,"1,005.5",16.6,92,西北,1.1,0,0
103,臺中,2019/02/24,17:02:00,"1,004.9",17,92,東北東,0.3,0,0
104,臺中,2019/02/24,16:02:00,"1,004.9",17,91,西北,1.1,0,0
105,臺中,2019/02/24,15:02:00,"1,005",16.6,92,北北東,1.8,5,0
106,臺中,2019/02/24,14:02:00,"1,005",16.2,90,北,2.5,3,0
107,臺中,2019/02/24,13:02:00,"1,005.5",17.3,87,西北西,0.8,0,0
108,臺中,2019/02/24,12:02:00,"1,005.9",18.3,85,北北西,1.4,1,0
109,臺中,2019/02/24,11:02:00,"1,006.6",17.8,87,西北西,0.6,0,0
110,臺中,2019/02/24,10:02:00,"1,007.4",16.6,91,北,1.6,0,0
111,臺中,2019/02/24,09:02:00,"1,006.9",16,91,北北東,0.3,1,0
112,臺中,2019/02/24,08:02:00,"1,006.7",15.9,89,北北西,1,1,0
113,臺中,2019/02/24,07:02:00,"1,006",15.9,88,西,0.3,1,0
114,臺中,2019/02/24,06:02:00,"1,005.8",15.8,87,靜風,0.1,0,0
115,臺中,2019/02/24,05:02:00,"1,005.9",15.2,85,北,2.2,0,-
116,臺中,2019/02/24,04:02:00,"1,005.6",15.7,83,北北西,1.6,0,-
117,臺中,2019/02/24,03:02:00,"1,005.8",16.3,81,西北,1.3,0,-
118,臺中,2019/02/24,02:02:00,"1,005.6",16.6,78,西北西,0.3,0,-
119,臺中,2019/02/24,01:02:00,"1,006.2",16.6,78,北,0.8,0,-
120,臺中,2019/02/24,00:02:00,"1,006.4",16.4,90,北,1.7,0,-
121,臺中,2019/02/23,23:02:00,"1,006.6",16.1,76,北,2.4,0,-
122,臺中,2019/02/23,22:02:00,"1,006.4",16.5,74,西北,1.9,0,-
123,臺中,2019/02/23,21:02:00,"1,006.8",16.3,74,北,1.8,0,-
124,臺中,2019/02/23,20:02:00,"1,006.3",16.4,73,北北西,1.5,0,-
125,臺中,2019/02/23,19:02:00,"1,006.4",16.3,73,北,2.7,0,0
126,臺中,2019/02/23,18:02:00,"1,005.7",16.8,71,北北西,2.2,0,0
127,臺中,2019/02/23,17:02:00,"1,004.8",17.8,68,北,2.3,0,0
128,臺中,2019/02/23,16:02:00,"1,004.7",18,66,北北西,2.7,0,0
129,臺中,2019/02/23,15:02:00,"1,004.4",19,63,北北西,2.7,0,0
130,臺中,2019/02/23,14:02:00,"1,004.5",19.3,62,西北,1.4,0,0
131,臺中,2019/02/23,13:02:00,"1,005.6",20.2,61,北,1.7,0,0
132,臺中,2019/02/23,12:02:00,"1,006.1",20.5,60,北北西,2,0,0
133,臺中,2019/02/23,11:02:00,"1,006.9",20.7,60,西北,2.6,0,0.4
134,臺中,2019/02/23,10:02:00,"1,007.5",20.6,65,西北,1.3,0,0.9
135,臺中,2019/02/23,09:02:00,"1,007.3",18.8,69,北北西,1.3,0,0.9
136,臺中,2019/02/23,08:02:00,"1,007",16.7,75,西北,1,0,0.6
137,臺中,2019/02/23,07:02:00,"1,007.1",15.7,77,北,1.3,0,0
138,臺中,2019/02/23,06:02:00,"1,007.4",16,76,西北西,1.4,0,0
139,臺中,2019/02/23,05:02:00,"1,007.1",16.1,76,北,1.7,0,-
140,臺中,2019/02/23,04:02:00,"1,007.6",15.8,76,北,3.5,0,-
141,臺中,2019/02/23,03:02:00,"1,007.7",16.1,78,北,3.1,0,-
142,臺中,2019/02/23,02:02:00,"1,007.5",16.3,80,北北西,2.4,0,-
143,臺中,2019/02/23,01:02:00,"1,007.7",16.4,82,北北西,2.5,0,-
144,臺中,2019/02/23,00:02:00,"1,006",15.9,80,西北,1.2,0,-
145,臺中,2019/02/22,23:02:00,"1,007.6",17.7,79,西北西,1.1,0,-
146,臺中,2019/02/22,22:02:00,"1,007.7",17.8,79,北北西,1.8,0,-
147,臺中,2019/02/22,21:02:00,"1,007.1",18.5,78,西北,0.8,0,-
148,臺中,2019/02/22,20:02:00,"1,006.9",18.4,79,北北西,2.4,0,-
149,臺中,2019/02/22,19:02:00,"1,006.2",19,78,北,1.3,0,0
150,臺中,2019/02/22,18:02:00,"1,006.3",18.9,78,北,2.7,0,0.3
151,臺中,2019/02/22,17:02:00,"1,005.9",19.2,78,北,4.6,0,0.7
152,臺中,2019/02/22,16:02:00,"1,005.4",20.9,72,西北,3.1,0,1
153,臺中,2019/02/22,15:02:00,"1,005",22.8,68,北北西,2.6,0,1
154,臺中,2019/02/22,14:02:00,"1,004.8",24.5,64,北,2.5,0,1
155,臺中,2019/02/22,13:02:00,"1,005.4",24.9,65,北,3.6,0,1
156,臺中,2019/02/22,12:02:00,"1,006.1",24.4,67,北,2.6,0,1
157,臺中,2019/02/22,11:02:00,"1,007.1",25.3,66,西北,2.1,0,1
158,臺中,2019/02/22,10:02:00,"1,008",23.4,75,北,0.8,0,1
159,臺中,2019/02/22,09:02:00,"1,008.6",19.6,88,北北西,1.8,0,0.1
160,臺中,2019/02/22,08:02:00,"1,008.5",19.4,89,北,1.6,0,0
161,臺中,2019/02/22,07:02:00,"1,007.2",19.7,85,西北,1.3,0,0
162,臺中,2019/02/22,06:02:00,"1,007",19.4,85,南南東,0.7,0,0
163,臺中,2019/02/22,05:02:00,"1,007.4",19.7,85,南南東,0.6,0,-
164,臺中,2019/02/22,04:02:00,"1,007.2",19.7,84,靜風,0.2,0,-
165,臺中,2019/02/22,03:02:00,"1,006.9",19.2,87,北,0.8,0,-
166,臺中,2019/02/22,02:02:00,"1,006.8",19,87,西北,1.3,0,-
167,臺中,2019/02/22,01:02:00,"1,006.9",19.6,83,北,1.6,0,-
168,臺中,2019/02/22,00:02:00,"1,007.3",17.2,81,北,1.2,0,-
169,臺中,2019/02/21,23:02:00,"1,007.4",19.9,80,西南,0.4,0,-
170,臺中,2019/02/21,22:02:00,"1,007.6",20.6,80,南,0.8,0,-
171,臺中,2019/02/21,21:02:00,"1,007.7",20.3,78,靜風,0,0,-
172,臺中,2019/02/21,20:02:00,"1,007.6",19.5,82,北,2.5,0,-
173,臺中,2019/02/21,19:02:00,"1,007",19.2,86,北北西,3.7,0,0
174,臺中,2019/02/21,18:02:00,"1,006.4",21.3,80,北,2.3,0,0
175,臺中,2019/02/21,17:02:00,"1,006.1",24.4,69,北,2,0,0.4
176,臺中,2019/02/21,16:02:00,"1,006.2",25.8,65,北北西,1.7,0,0.7
177,臺中,2019/02/21,15:02:00,"1,006.5",26.5,66,北北西,2.2,0,0.3
178,臺中,2019/02/21,14:02:00,"1,006.9",25.8,68,西北,1.1,0,0.6
179,臺中,2019/02/21,13:02:00,"1,008",26.9,69,西,1.8,0,0.5
180,臺中,2019/02/21,12:02:00,"1,008.8",24.7,75,西北西,1.3,0,0.2
181,臺中,2019/02/21,11:02:00,"1,009.4",23.2,80,西北,2.3,0,0.2
182,臺中,2019/02/21,10:02:00,"1,009.7",23.9,77,西南西,1.4,0,0
183,臺中,2019/02/21,09:02:00,"1,009.7",22.9,82,南,1.4,0,0.7
184,臺中,2019/02/21,08:02:00,"1,009.1",21.5,90,東南,0.5,0,0
185,臺中,2019/02/21,07:02:00,"1,008.9",20.5,92,靜風,0,0,0
186,臺中,2019/02/21,06:02:00,"1,008.7",20.4,92,西北,0.4,0,0
187,臺中,2019/02/21,05:02:00,"1,008.5",20.1,93,北,1.4,0,-
188,臺中,2019/02/21,04:02:00,"1,008.3",19.9,91,北北西,1.1,0,-
189,臺中,2019/02/21,03:02:00,"1,008.6",20.7,88,西北,0.6,0,-
190,臺中,2019/02/21,02:02:00,"1,009.4",21.1,86,西,0.8,0,-
191,臺中,2019/02/21,01:02:00,"1,010.3",21.6,86,北北西,0.6,0,-
192,臺中,2019/02/21,00:02:00,"1,007",19.8,82,西南西,0.4,0,-
193,臺中,2019/02/20,23:02:00,"1,010.9",21.4,86,北北西,1.2,0,-
194,臺中,2019/02/20,22:02:00,"1,010.8",22.1,84,西北,1,0,-
195,臺中,2019/02/20,21:02:00,"1,010.6",22.4,83,西北,1.1,0,-
196,臺中,2019/02/20,20:02:00,"1,009.8",22.4,83,北北西,1.3,0,-
197,臺中,2019/02/20,19:02:00,"1,009.3",23.2,79,西北西,1.4,0,0
198,臺中,2019/02/20,18:02:00,"1,008.9",24.4,74,西北,1.1,0,0
199,臺中,2019/02/20,17:02:00,"1,008.8",25.1,72,北北東,1.1,0,0
200,臺中,2019/02/20,16:02:00,"1,008.6",25.1,70,北北西,1,0,0.2
201,臺中,2019/02/20,15:02:00,"1,008.6",25.5,70,北北西,2.7,0,1
202,臺中,2019/02/20,14:02:00,"1,008.7",26.4,67,西北,2.9,0,1
203,臺中,2019/02/20,13:02:00,"1,009",27.6,65,北北西,2.6,0,1
204,臺中,2019/02/20,12:02:00,"1,009.8",28.4,63,西南,1.5,0,1
205,臺中,2019/02/20,11:02:00,"1,010.9",27.9,63,西南西,1.7,0,1
206,臺中,2019/02/20,10:02:00,"1,011.5",26,72,西南西,1.1,0,0.9
207,臺中,2019/02/20,09:02:00,"1,011.2",23,84,南南東,1,0,0.2
208,臺中,2019/02/20,08:02:00,"1,010.8",21.5,89,靜風,0.2,0,0
209,臺中,2019/02/20,07:02:00,"1,010.5",20.9,91,北北西,0.7,0,0
210,臺中,2019/02/20,06:02:00,"1,009.7",20.7,89,西北,0.9,0,0
211,臺中,2019/02/20,05:02:00,"1,008.9",20,90,靜風,0,0,-
212,臺中,2019/02/20,04:02:00,"1,008.6",20.3,89,靜風,0.1,0,-
213,臺中,2019/02/20,03:02:00,"1,009.3",20.7,88,靜風,0.1,0,-
214,臺中,2019/02/20,02:02:00,"1,009.6",21.1,87,靜風,0,0,-
215,臺中,2019/02/20,01:02:00,"1,009.7",21.2,85,靜風,0.1,0,-
216,臺中,2019/02/20,00:02:00,"1,010.6",21.2,87,西北,0.5,0,-
217,臺中,2019/02/19,23:02:00,"1,010.5",22.3,83,靜風,0.1,0,-
218,臺中,2019/02/19,22:02:00,"1,010.2",22.8,81,靜風,0.2,0,-
219,臺中,2019/02/19,21:02:00,"1,010.5",22.5,83,靜風,0,0,-
220,臺中,2019/02/19,20:02:00,"1,009.7",22.9,79,北,0.3,0,-
221,臺中,2019/02/19,19:02:00,"1,008.7",24.4,74,北,1.1,0,0
222,臺中,2019/02/19,18:02:00,"1,007.6",25,68,西南西,0.8,0,0.2
223,臺中,2019/02/19,17:02:00,"1,007.2",26.4,64,西南,1.1,0,0.5
224,臺中,2019/02/19,16:02:00,"1,006.8",26.8,63,西南,1,0,0.1
225,臺中,2019/02/19,15:02:00,"1,006.9",28,59,西南西,1.6,0,0.3
226,臺中,2019/02/19,14:02:00,"1,007.2",28.5,60,西南,2,0,0.6
227,臺中,2019/02/19,13:02:00,"1,007.9",28.4,60,西,0.9,0,0.4
228,臺中,2019/02/19,12:02:00,"1,008.6",26.8,60,北北西,0.3,0,0
229,臺中,2019/02/19,11:02:00,"1,008.9",25.1,66,南南西,0.7,0,0
230,臺中,2019/02/19,10:02:00,"1,009",24,71,西,0.3,0,0
231,臺中,2019/02/19,09:02:00,"1,008.9",22.3,77,西南西,0.4,0,0
232,臺中,2019/02/19,08:02:00,"1,008.3",19.7,86,靜風,0.1,0,0
233,臺中,2019/02/19,07:02:00,"1,007.7",18.7,88,東南,0.7,0,0
234,臺中,2019/02/19,06:02:00,"1,007.3",18,90,靜風,0.2,0,0
235,臺中,2019/02/19,05:02:00,"1,006.6",17.6,90,靜風,0.1,0,-
236,臺中,2019/02/19,04:02:00,"1,007",17.3,89,靜風,0.2,0,-
237,臺中,2019/02/19,03:02:00,"1,007.5",16.7,90,靜風,0.1,0,-
238,臺中,2019/02/19,02:02:00,"1,009.1",16.6,84,北,3,0,-
239,臺中,2019/02/19,01:02:00,"1,007.8",20.4,83,東,0.3,0,-
240,臺中,2019/02/19,00:02:00,"1,010.2",22.3,83,靜風,0.1,0,-
241,臺中,2019/02/18,23:02:00,"1,006.5",19.4,85,南,0.3,0,-
242,臺中,2019/02/18,22:02:00,"1,006.7",20,83,西南,0.4,0,-
243,臺中,2019/02/18,21:02:00,"1,006.4",20.2,82,靜風,0.1,0,-
244,臺中,2019/02/18,20:02:00,"1,005.9",20.4,83,靜風,0.2,0,-
245,臺中,2019/02/18,19:02:00,"1,004.8",20.1,82,北北西,1.6,0,0
246,臺中,2019/02/18,18:02:00,"1,004.2",20.8,77,北北西,0.8,0,0
247,臺中,2019/02/18,17:02:00,"1,003.5",22.6,71,西北,1.6,0,0.6
248,臺中,2019/02/18,16:02:00,"1,003",23.6,67,西北,1.5,0,0.9
249,臺中,2019/02/18,15:02:00,"1,003",25.6,64,北北西,2.3,0,1
250,臺中,2019/02/18,14:02:00,"1,003.8",27.2,57,西北西,1.4,0,1
251,臺中,2019/02/18,13:02:00,"1,005",27.9,55,北,1.6,0,0.7
252,臺中,2019/02/18,12:02:00,"1,006.4",24.7,62,北北西,1.6,0,0
253,臺中,2019/02/18,11:02:00,"1,007.1",23.2,64,西北,1.5,0,0.1
254,臺中,2019/02/18,10:02:00,"1,007.7",22.4,68,北北西,1.3,0,0.3
255,臺中,2019/02/18,09:02:00,"1,007.7",20.6,75,北北東,1.1,0,0.6
256,臺中,2019/02/18,08:02:00,"1,008",18.7,84,靜風,0.2,0,0.3
257,臺中,2019/02/18,07:02:00,"1,007.5",17.3,88,靜風,0,0,0
258,臺中,2019/02/18,06:02:00,"1,006.6",16.8,87,靜風,0.1,0,0
259,臺中,2019/02/18,05:02:00,"1,006.2",17.2,87,靜風,0.2,0,-
260,臺中,2019/02/18,04:02:00,"1,006.2",17.1,88,靜風,0.1,0,-
261,臺中,2019/02/18,03:02:00,"1,006.5",16.8,90,靜風,0.1,0,-
262,臺中,2019/02/18,02:02:00,"1,007.2",17.2,87,北北東,0.8,0,-
263,臺中,2019/02/18,01:02:00,"1,008.5",17.6,82,北北東,1.1,0,-
264,臺中,2019/02/18,00:02:00,"1,006.9",20,86,南南西,1,0,-
265,臺中,2019/02/17,23:02:00,"1,008.7",17.2,83,北北西,1.2,0,-
266,臺中,2019/02/17,22:02:00,"1,008.6",17.3,81,北,0.9,0,-
267,臺中,2019/02/17,21:02:00,"1,008.5",17.7,80,西北,1.5,0,-
268,臺中,2019/02/17,20:02:00,"1,007.9",18.2,77,西北,1.1,0,-
269,臺中,2019/02/17,19:02:00,"1,007.3",18.5,76,北北西,1.7,0,0
270,臺中,2019/02/17,18:02:00,"1,007.2",19.3,71,北北西,2.4,0,0
271,臺中,2019/02/17,17:02:00,"1,006.5",21.5,64,北北西,2.3,0,0.2
272,臺中,2019/02/17,16:02:00,"1,005.9",22.8,61,北北西,2.7,0,0.6
273,臺中,2019/02/17,15:02:00,"1,005.7",24.1,58,北,2,0,0.7
274,臺中,2019/02/17,14:02:00,"1,006.7",23.6,58,西北,2.3,0,0.8
275,臺中,2019/02/17,13:02:00,"1,007.7",24.2,56,北北西,2.2,0,0.9
276,臺中,2019/02/17,12:02:00,"1,008.8",23.4,59,北北西,1.8,0,0.9
277,臺中,2019/02/17,11:02:00,"1,009.5",22.6,61,北,2.2,0,0.9
278,臺中,2019/02/17,10:02:00,"1,009.7",20.4,67,西北,1.8,0,0.3
279,臺中,2019/02/17,09:02:00,"1,009.8",18.9,73,西北,1.6,0,0.8
280,臺中,2019/02/17,08:02:00,"1,009.7",16.9,80,西北,1.1,0,0.4
281,臺中,2019/02/17,07:02:00,"1,009.3",16.8,81,北北西,1.6,0,0
282,臺中,2019/02/17,06:02:00,"1,008.4",17.3,80,西北,0.9,0,0
283,臺中,2019/02/17,05:02:00,"1,008.3",17.4,80,北,1.2,0,-
284,臺中,2019/02/17,04:02:00,"1,008.3",17.2,81,北北西,1.8,0,-
285,臺中,2019/02/17,03:02:00,"1,008.3",17.3,81,北,1.7,0,-
286,臺中,2019/02/17,02:02:00,"1,008.2",17.1,82,北北西,0.9,0,-
287,臺中,2019/02/17,01:02:00,"1,008.5",17,82,北北西,2.2,0,-
288,臺中,2019/02/17,00:02:00,"1,008.2",17.3,83,北北東,1.5,0,-
289,臺中,2019/02/16,23:02:00,"1,008.4",17.8,80,北,2,0,-
290,臺中,2019/02/16,22:02:00,"1,008.5",17.9,80,北北西,1.9,0,-
291,臺中,2019/02/16,21:02:00,"1,008",19,79,北北西,1.5,0,-
292,臺中,2019/02/16,20:02:00,"1,007.7",19.5,77,西北,1.1,0,-
293,臺中,2019/02/16,19:02:00,"1,007.7",20.3,75,西北,0.8,0,0
294,臺中,2019/02/16,18:02:00,"1,007.5",20.1,74,北北西,1.5,0,0
295,臺中,2019/02/16,17:02:00,"1,007.2",21,71,北北西,2.2,0,0
296,臺中,2019/02/16,16:02:00,"1,006.8",21.8,69,北,3.2,0,0
297,臺中,2019/02/16,15:02:00,"1,006.8",23,66,北北西,2,0,0
298,臺中,2019/02/16,14:02:00,"1,006.9",23.9,64,北,3.1,0,0.6
299,臺中,2019/02/16,13:02:00,"1,007.7",24.6,63,西北,2.7,0,0.9
300,臺中,2019/02/16,12:02:00,"1,008.4",26.7,60,西北,2.2,0,1
301,臺中,2019/02/16,11:02:00,"1,009.2",27.4,58,南南西,0.9,0,1
302,臺中,2019/02/16,10:02:00,"1,009.7",24.7,67,南南西,0.7,0,0.7
303,臺中,2019/02/16,09:02:00,"1,010.3",22.8,72,南南西,1,0,0.2
304,臺中,2019/02/16,08:02:00,"1,010.2",21.1,77,靜風,0.1,0,0
305,臺中,2019/02/16,07:02:00,"1,009.7",20.1,79,東南東,0.3,0,0
306,臺中,2019/02/16,06:02:00,"1,009.3",19.6,83,靜風,0.1,0,0
307,臺中,2019/02/16,05:02:00,"1,008.8",19.1,83,靜風,0,0,-
308,臺中,2019/02/16,04:02:00,"1,008.8",19.3,83,靜風,0.1,0,-
309,臺中,2019/02/16,03:02:00,"1,008.8",19.9,81,靜風,0.1,0,-
310,臺中,2019/02/16,02:02:00,"1,009.2",20.9,80,北,1.8,0,-
311,臺中,2019/02/16,01:02:00,"1,009.1",21.4,78,北,1.2,0,-
312,臺中,2019/02/16,00:02:00,"1,008.1",17.9,80,西北,0.7,0,-
313,臺中,2019/02/15,23:02:00,"1,009.3",21.8,73,東南,0.5,0,-
314,臺中,2019/02/15,22:02:00,"1,009.6",21.9,78,東南東,0.5,0,-
315,臺中,2019/02/15,21:02:00,"1,009.7",22.1,77,東南,0.5,0,-
316,臺中,2019/02/15,20:02:00,"1,009.6",22.5,75,南南西,0.5,0,-
317,臺中,2019/02/15,19:02:00,"1,008.7",23.3,72,南南西,1.3,0,0
318,臺中,2019/02/15,18:02:00,"1,008.5",23.9,61,靜風,0.1,0,0
319,臺中,2019/02/15,17:02:00,"1,007.9",25.6,55,西南西,1.3,0,0.7
320,臺中,2019/02/15,16:02:00,"1,007.6",26.9,50,北北西,2.6,0,1
321,臺中,2019/02/15,15:02:00,"1,007.8",28.4,49,西南,2.2,0,0.7
